    1    2   33 1096
    2  354   33 1096
    3  198   33 1096
    4    2   33 1363
    5  354   33 1363
    6  198   65 1363
    7  354   33 1677
    8    2   33 1677
    9  198   33 1677
   10  354   33 2025
   11    2   33 2025
   12  198   65 2025
   13    2   33 2571
   14  354   33 2571
   15    2   33 3392
   16  354   33 3392
   17    2   33 4204
   18  354   33 4204
